N,draws,null_mean,null_sd,null_q025,null_q975,null_kind,phase_def,line_code,direction
24,20000,0.18137935827512497,0.09336357237403538,0.03282106795693284,0.3869557908720667,uniform,arc,,
25,20000,0.17786579170396113,0.09190096380851254,0.03148211054486646,0.38074629945441446,uniform,arc,,
26,20000,0.17427482854302814,0.089601299050971,0.03190120232936609,0.3725012148623836,uniform,arc,,
27,20000,0.1715826950317635,0.08922158950328624,0.03092716282282499,0.36857720449497555,uniform,arc,,
28,20000,0.1668501009481577,0.08637478870137652,0.029882284796812836,0.359016926999957,uniform,arc,,
29,20000,0.1642260620761587,0.08419267926826851,0.031026065014773428,0.3509236342363705,uniform,arc,,
30,20000,0.1619932856932598,0.08332846420357437,0.030462179058070377,0.3463667308374299,uniform,arc,,
31,20000,0.15925892424102342,0.08214790246090434,0.029520937157333952,0.3398954435178958,uniform,arc,,
32,20000,0.15721229316204471,0.08172101817836566,0.02821933808018418,0.33839150980331173,uniform,arc,,
33,20000,0.15515567720902068,0.08058386760903329,0.0283168996211653,0.3332414952578863,uniform,arc,,
34,20000,0.15233279557380974,0.07819279969587474,0.02742510540220457,0.3258814739329269,uniform,arc,,
35,20000,0.1492916988190075,0.07764760828454824,0.02690713687489789,0.32141567976966456,uniform,arc,,
36,20000,0.14847052786808934,0.07662809714348386,0.026545500429885606,0.3187235939549598,uniform,arc,,
37,20000,0.14577444394062247,0.07576568050659425,0.02668528452768649,0.3131027921080476,uniform,arc,,
1,20000,1.0,8.122302123702155e-17,0.9999999999999999,1.0000000000000002,occupancy,arc,,
2,20000,0.7005477241535704,0.30464101083285366,0.05278337636874109,0.9999058569230304,occupancy,arc,,
3,20000,0.6094405499600012,0.2619095660356899,0.15052771823132965,0.9974560066695326,occupancy,arc,,
4,20000,0.5539205151486523,0.25021043672130705,0.09506255271462116,0.9905479838006916,occupancy,arc,,
5,20000,0.5198033030868485,0.23605782308918175,0.10444396842280333,0.9733755073480042,occupancy,arc,,
6,20000,0.5007887018964582,0.22360027110014308,0.09717177911543234,0.943935467738951,occupancy,arc,,
7,20000,0.4841310814117939,0.21481536789205088,0.09986372616913781,0.9136446402025864,occupancy,arc,,
8,20000,0.47046566519951166,0.20525866038194843,0.10019720843554827,0.8760810925164002,occupancy,arc,,
9,20000,0.46105914281596017,0.1985307954098536,0.09563084558687493,0.8552810326236739,occupancy,arc,,
10,20000,0.45604065824688533,0.1910213502478618,0.10206118959969339,0.8256079514080754,occupancy,arc,,
11,20000,0.44447029220706374,0.18664177631777817,0.0967703312234122,0.8054399325578873,occupancy,arc,,
12,20000,0.4436162169245517,0.17928944315551726,0.1076943014238753,0.7924795993379644,occupancy,arc,,
13,20000,0.4372586226209858,0.17671492844797002,0.10205255684420707,0.7841223056745512,occupancy,arc,,
14,20000,0.4356553232175338,0.17237480738369657,0.106639335729337,0.7701276843500847,occupancy,arc,,
15,20000,0.43271226853931866,0.1659761618252241,0.11161683280177176,0.7542942983705992,occupancy,arc,,
16,20000,0.4295449508208107,0.16296317528539644,0.11255236589138981,0.7433064565427625,occupancy,arc,,
17,20000,0.42873210514608456,0.16067088361005094,0.11743595331567806,0.7368895693068086,occupancy,arc,,
18,20000,0.4262312898636259,0.15727638753825324,0.11822936025935413,0.729704132218543,occupancy,arc,,
19,20000,0.4251521292444773,0.1530070046877473,0.1261631801309346,0.7219734407958133,occupancy,arc,,
20,20000,0.42273306905731467,0.14955210508299474,0.12914586948934742,0.709297339490179,occupancy,arc,,
21,20000,0.42080383670487953,0.14696993551732224,0.13172960624285343,0.7055963238444702,occupancy,arc,,
22,20000,0.41990643940068484,0.14495525065525158,0.132374828116472,0.6963126820108116,occupancy,arc,,
23,20000,0.41775440926152657,0.14050814522285143,0.1384613227043804,0.6878527982870067,occupancy,arc,,
24,20000,0.4196618634264783,0.1397897816025325,0.140577120276367,0.6880522946689925,occupancy,arc,,
25,20000,0.41705026723033517,0.13609050447422116,0.14445866460213924,0.6751313623748623,occupancy,arc,,
26,20000,0.414171017654292,0.1340382586274626,0.14696809905591549,0.6720494376133291,occupancy,arc,,
27,20000,0.4167903240633454,0.13242949455981493,0.15102287855258373,0.6680056940788953,occupancy,arc,,
28,20000,0.4136266580190675,0.13008805234850931,0.15309906591909586,0.6608921242570249,occupancy,arc,,
29,20000,0.4142768185063187,0.1269731187455135,0.16191717818571058,0.6586418098341302,occupancy,arc,,
30,20000,0.41450707385682306,0.12590423037736853,0.1626755188131271,0.6542995315146812,occupancy,arc,,
31,20000,0.41216666519457085,0.12544006263275487,0.1627170452368795,0.6503513582748102,occupancy,arc,,
32,20000,0.41236090392092356,0.12331609058463268,0.1682659305028648,0.6502012055183375,occupancy,arc,,
33,20000,0.41279435043700413,0.12050824472625773,0.17230965557753194,0.6415971973093512,occupancy,arc,,
34,20000,0.41181620594489265,0.12012925549671322,0.17403197585800947,0.6454755276539875,occupancy,arc,,
35,20000,0.4113743282460701,0.11689387872975565,0.17679278421070174,0.6328803300776884,occupancy,arc,,
36,20000,0.41049956930182724,0.11652544322080341,0.17917926314622895,0.6335313680534379,occupancy,arc,,
37,20000,0.4107654138565593,0.11415088496513913,0.18494911305650857,0.6294268587080047,occupancy,arc,,
1,20000,1.0,7.698050112053237e-17,0.9999999999999999,1.0000000000000002,speed,arc,,
2,20000,0.6465250875061505,0.3058939079153053,0.042244193079081074,0.9994292092024728,speed,arc,,
3,20000,0.5394274885897321,0.24371896680308203,0.13059933777163693,0.9751591575012036,speed,arc,,
4,20000,0.46683766757493594,0.22268820998118988,0.07832072556280202,0.918809588144674,speed,arc,,
5,20000,0.418864047673586,0.20198821653175159,0.08101715381696142,0.8442152124329249,speed,arc,,
6,20000,0.38859803184056774,0.18962132643009796,0.07040724320586125,0.7896246211130881,speed,arc,,
7,20000,0.3634842705375545,0.17724401232632986,0.06822805381693715,0.7382813228453211,speed,arc,,
8,20000,0.34396404742696374,0.16857102032826532,0.062477943709300834,0.6995823297584912,speed,arc,,
9,20000,0.32894106961640446,0.16075361516263711,0.06054833310409997,0.6670879349312375,speed,arc,,
10,20000,0.31111567473610446,0.1534740390319827,0.06022276750712581,0.6378602145268764,speed,arc,,
11,20000,0.3014346276893464,0.14746001466775824,0.05769141730870894,0.6127122193212299,speed,arc,,
12,20000,0.2914452394716186,0.1424926962386395,0.05475858190724057,0.5948127665274358,speed,arc,,
13,20000,0.28134349787304885,0.13849120361428433,0.053062161911722576,0.5780974014801387,speed,arc,,
14,20000,0.27355021613106,0.13386850182395915,0.05268900798122779,0.5590806191236923,speed,arc,,
15,20000,0.268455471891332,0.13057855037599558,0.05266824729552201,0.5481302423638292,speed,arc,,
16,20000,0.2625841472194915,0.12842485073446236,0.049310393901802016,0.5339149316556853,speed,arc,,
17,20000,0.25559278253515233,0.12491275598153496,0.04835036342535889,0.5234281849833261,speed,arc,,
18,20000,0.2515082460039044,0.1208869695242931,0.049003372694121486,0.5133678881566729,speed,arc,,
19,20000,0.24746164928810807,0.11913879515688766,0.04702353569059134,0.49995997037408507,speed,arc,,
20,20000,0.24190334519121348,0.11635658837683434,0.04639893645995324,0.4877603379231975,speed,arc,,
21,20000,0.2385982465890214,0.11392354992668037,0.04711314163387173,0.47974284941218587,speed,arc,,
22,20000,0.23489503509499374,0.11263366779977849,0.04423368917327025,0.47288322902554575,speed,arc,,
23,20000,0.23040638594309285,0.10991130108883157,0.04467130582217643,0.46032892884702775,speed,arc,,
24,20000,0.22701176399832776,0.10843216570530498,0.04407705602331955,0.4527275962556216,speed,arc,,
25,20000,0.2261765123575919,0.10764546630444641,0.043716764370172724,0.4523334486109887,speed,arc,,
26,20000,0.22433884460548653,0.1051829733430731,0.04513054236181128,0.4430214952297896,speed,arc,,
27,20000,0.22090613519140706,0.10316839860150888,0.04421224933057676,0.439166060222125,speed,arc,,
28,20000,0.218440806905193,0.10109633120679427,0.045228170833273906,0.4311852437371536,speed,arc,,
29,20000,0.21618238162564657,0.10064091018083694,0.045504754052290694,0.4278168155366831,speed,arc,,
30,20000,0.2146453353749212,0.09927461310875693,0.044488666126791684,0.4239941188913224,speed,arc,,
31,20000,0.21225938287567434,0.09778399880070406,0.04398691923341742,0.41635835028141094,speed,arc,,
32,20000,0.211234826493123,0.09705237463482223,0.042013487317791004,0.413424080501894,speed,arc,,
33,20000,0.20856774543584616,0.09547582679687804,0.042712105994582764,0.408101792572624,speed,arc,,
34,20000,0.20855072891377632,0.0950669758267742,0.04415263855970355,0.4061832699854987,speed,arc,,
35,20000,0.20512997956961618,0.09397649952870263,0.04291606196228182,0.4025049138861139,speed,arc,,
36,20000,0.20348000462903032,0.09333905445754657,0.04114380408119454,0.39969418074976176,speed,arc,,
37,20000,0.20386362594049628,0.09181732878081318,0.042982568233958456,0.39484276908679483,speed,arc,,
1,20000,1.0,7.428316197416006e-17,0.9999999999999999,1.0000000000000002,permutation,arc,33,0.0
2,20000,0.7255092514108721,0.32155300411901117,0.027163763838010523,0.9999998520827211,permutation,arc,33,0.0
3,20000,0.6561255574769516,0.27306692690202367,0.1850763025637496,0.999673897430771,permutation,arc,33,0.0
4,20000,0.6120338417777981,0.26236974734016477,0.10536272964326708,0.9983319316276604,permutation,arc,33,0.0
5,20000,0.5879613931239509,0.24747455504593574,0.13786981125461203,0.997055740721781,permutation,arc,33,0.0
6,20000,0.5718031146326681,0.23673696596937027,0.11899379080484729,0.9906730600297567,permutation,arc,33,0.0
7,20000,0.5602443114620763,0.2259753278182368,0.1298156484277789,0.9798178683618155,permutation,arc,33,0.0
8,20000,0.5513791607863441,0.21736520954992383,0.13113851645040003,0.9570616483319118,permutation,arc,33,0.0
9,20000,0.5454140453678197,0.2090018653225809,0.13913270059414778,0.9390066158650625,permutation,arc,33,0.0
10,20000,0.5415155457697636,0.20111797387076907,0.1432024764325148,0.9200164822869981,permutation,arc,33,0.0
11,20000,0.5371352244369314,0.19309684355957735,0.15030056097289016,0.8972185873497415,permutation,arc,33,0.0
12,20000,0.5346759741428458,0.1872297009224995,0.15711578595111086,0.8807737545653211,permutation,arc,33,0.0
13,20000,0.5321374119262787,0.18156242036982814,0.16628701165386237,0.8649366507537777,permutation,arc,33,0.0
14,20000,0.5301550544530419,0.17573395507553174,0.17346968261616524,0.8529772053866382,permutation,arc,33,0.0
15,20000,0.5279824075570354,0.17097262900845928,0.18041944440455773,0.8460579315356921,permutation,arc,33,0.0
16,20000,0.5266241409061647,0.1670650027848109,0.18810107795791028,0.8367632347247178,permutation,arc,33,0.0
17,20000,0.5252284365340916,0.16257003890879262,0.19571059529896545,0.8293360275519026,permutation,arc,33,0.0
18,20000,0.5244544194587257,0.1585074685226332,0.20438761761776783,0.8191601619595006,permutation,arc,33,0.0
19,20000,0.5234225747398263,0.15511444597523588,0.2108796971466394,0.8120182338916407,permutation,arc,33,0.0
20,20000,0.5226588942295627,0.15105344313712776,0.2160793300730635,0.8052089677110202,permutation,arc,33,0.0
21,20000,0.5222347448818357,0.1475725446953396,0.22387441460435845,0.796425001988451,permutation,arc,33,0.0
22,20000,0.5217988709238698,0.14447888577807017,0.2321082355337805,0.7921086644196325,permutation,arc,33,0.0
23,20000,0.521009353004871,0.14164098960699265,0.2372364613427213,0.7843678246625864,permutation,arc,33,0.0
24,20000,0.5205837171786368,0.1389305517618925,0.24229935423882693,0.7794772253803823,permutation,arc,33,0.0
25,20000,0.5205893932355421,0.1358385610318981,0.24846676692613162,0.7736685510195196,permutation,arc,33,0.0
26,20000,0.5200042087050907,0.1332181472023596,0.2529082636287626,0.7693863470159017,permutation,arc,33,0.0
27,20000,0.5195036048755706,0.1309150792319787,0.2559214233984138,0.7634638722472437,permutation,arc,33,0.0
28,20000,0.5190380084755654,0.12881313486248164,0.25925647573561184,0.7596783266138579,permutation,arc,33,0.0
29,20000,0.5189440712120393,0.12661044986400863,0.2617960329471356,0.7550291016453764,permutation,arc,33,0.0
30,20000,0.5186284918442503,0.12435355785749902,0.2679003228775943,0.7490181700846815,permutation,arc,33,0.0
31,20000,0.5181129323137631,0.1223925320085579,0.27046701208165186,0.7444987198590376,permutation,arc,33,0.0
32,20000,0.5178560262325589,0.12031664365682598,0.2736035444007344,0.7420874100562108,permutation,arc,33,0.0
33,20000,0.5176045208864236,0.11831382648400801,0.27779355733825106,0.7383138179632781,permutation,arc,33,0.0
34,20000,0.517035045057059,0.11632973040914601,0.2826496503923501,0.7360741079118105,permutation,arc,33,0.0
35,20000,0.5169346648945231,0.11475101886373186,0.283459545642854,0.7323334313847973,permutation,arc,33,0.0
36,20000,0.516768050747328,0.11311704097680246,0.2862414031507791,0.7287197735126448,permutation,arc,33,0.0
37,20000,0.516892466536256,0.11145159326425716,0.2922183825866728,0.7238650037241999,permutation,arc,33,0.0
1,20000,1.0,8.936311913182743e-17,0.9999999999999999,1.0000000000000002,permutation,arc,39A,1.0
2,20000,0.714336262414078,0.30432238086945446,0.0450251858319295,1.0,permutation,arc,39A,1.0
3,20000,0.6347330011397806,0.26266994348022715,0.15519211610424344,0.9994552771110259,permutation,arc,39A,1.0
4,20000,0.5853607972212911,0.24984122183812293,0.11049667441503923,0.9987458958928602,permutation,arc,39A,1.0
5,20000,0.555848261310595,0.23486299951522,0.12326424304564378,0.9872119490537364,permutation,arc,39A,1.0
6,20000,0.5371822183451493,0.22331259054914207,0.11627168110105564,0.958340135504939,permutation,arc,39A,1.0
7,20000,0.5226818289029684,0.21380238828256135,0.11996298265950792,0.9309764777724646,permutation,arc,39A,1.0
8,20000,0.5127210811627043,0.20451574510336165,0.12303409740571214,0.9038269421052239,permutation,arc,39A,1.0
9,20000,0.5051869447618011,0.19631417356473935,0.12612512392081507,0.8811582316199682,permutation,arc,39A,1.0
10,20000,0.498799937256935,0.18909882088884222,0.13202537882261012,0.8615143059486275,permutation,arc,39A,1.0
11,20000,0.49375247646067355,0.18284969370244444,0.13646491580777406,0.8441274426424284,permutation,arc,39A,1.0
12,20000,0.489780637012664,0.1765069979184036,0.1369453608051552,0.8269624738915488,permutation,arc,39A,1.0
13,20000,0.48691039783272866,0.17054588742585727,0.1464429705350446,0.812590208064202,permutation,arc,39A,1.0
14,20000,0.4842581717358956,0.16587700214719484,0.15195718156538857,0.801105260133526,permutation,arc,39A,1.0
15,20000,0.4820812283403354,0.1620532936656934,0.15903828069664877,0.7887925131522742,permutation,arc,39A,1.0
16,20000,0.47983410833937207,0.15837865224220815,0.15952727068629988,0.7794996565610008,permutation,arc,39A,1.0
17,20000,0.47829139136281784,0.1541578124044107,0.16641146842126633,0.7719872642281704,permutation,arc,39A,1.0
18,20000,0.47653538621910657,0.15045411114395119,0.17213063479381063,0.7609409793833027,permutation,arc,39A,1.0
19,20000,0.4751027390904059,0.14680929298277942,0.17853746887620903,0.7515481206941649,permutation,arc,39A,1.0
20,20000,0.4736827067811532,0.14388746170145722,0.18299289785506484,0.7412032149003224,permutation,arc,39A,1.0
21,20000,0.4727981032904464,0.14053807497110013,0.19044021975950395,0.735319146056718,permutation,arc,39A,1.0
22,20000,0.4713245338447294,0.13761903193120956,0.19313930370635327,0.7301280274334653,permutation,arc,39A,1.0
23,20000,0.47026994890501167,0.13546687270212154,0.1976373430462917,0.7257410045500536,permutation,arc,39A,1.0
24,20000,0.46957031342529526,0.13280069126883645,0.2022044978075274,0.7216991091203917,permutation,arc,39A,1.0
25,20000,0.4688822048510924,0.13058654479042003,0.2073098541744682,0.7167028267400877,permutation,arc,39A,1.0
26,20000,0.4683596010042309,0.1283144461727876,0.2108435258449393,0.7110346969894086,permutation,arc,39A,1.0
27,20000,0.4679243866861811,0.12596742299611055,0.2144962331548761,0.7075059227537617,permutation,arc,39A,1.0
28,20000,0.46718853099333335,0.12385092999153213,0.21814023060697824,0.7018952235455631,permutation,arc,39A,1.0
29,20000,0.46656831664214005,0.12178753012048446,0.2224121936794672,0.6975682452968186,permutation,arc,39A,1.0
30,20000,0.4658958740238759,0.1200387507908523,0.22429811400399058,0.6924116302105252,permutation,arc,39A,1.0
31,20000,0.46533474390488117,0.11824092274675904,0.22916198606639743,0.6868908425644834,permutation,arc,39A,1.0
32,20000,0.4648384270867625,0.11666843854677691,0.23082795544125992,0.6850910638535775,permutation,arc,39A,1.0
33,20000,0.46453347786671556,0.11500586517925249,0.2335782353511782,0.6813805179023904,permutation,arc,39A,1.0
34,20000,0.4641502940508954,0.11365486416887813,0.2367974640229338,0.6787582376161372,permutation,arc,39A,1.0
35,20000,0.4637620179131658,0.11194999425869417,0.23864777395540018,0.6761391126093202,permutation,arc,39A,1.0
36,20000,0.4633895879848317,0.1103756738010735,0.242859851826502,0.6736457629535187,permutation,arc,39A,1.0
37,20000,0.46291664169793195,0.1088695311731516,0.24288551349772736,0.6682613557765508,permutation,arc,39A,1.0
1,20000,1.0,7.491108108597903e-17,0.9999999999999999,1.0000000000000002,permutation,arc,45,1.0
2,20000,0.6843115878211244,0.31946469894520635,0.04917779684807262,0.9999999999999999,permutation,arc,45,1.0
3,20000,0.598899501908511,0.26150426255114956,0.1690625051386306,0.9954357240525188,permutation,arc,45,1.0
4,20000,0.5395906263403012,0.25158584952744134,0.07653712297403281,0.9752658663301251,permutation,arc,45,1.0
5,20000,0.506753398580297,0.23431420250620155,0.11136936432516541,0.9596347462990857,permutation,arc,45,1.0
6,20000,0.48314597136611653,0.22495520251792017,0.08477864952227855,0.931952284970387,permutation,arc,45,1.0
7,20000,0.4662650244676352,0.21393807159633066,0.09382400483905719,0.8994473594855482,permutation,arc,45,1.0
8,20000,0.4540654135413677,0.205788410690608,0.08907898031584101,0.873405143360183,permutation,arc,45,1.0
9,20000,0.44429982101413196,0.19825378149854353,0.09306445529247813,0.8415099882058256,permutation,arc,45,1.0
10,20000,0.436048548116802,0.19208720332762844,0.09009361778860316,0.8144339596532945,permutation,arc,45,1.0
11,20000,0.4297808961945166,0.18618666783248894,0.09122955281043478,0.7939999032168732,permutation,arc,45,1.0
12,20000,0.4244659681910933,0.18107739843136203,0.0909949929757488,0.7802990690708367,permutation,arc,45,1.0
13,20000,0.4201712206274394,0.17609957458841216,0.09548198980843052,0.7653441927194852,permutation,arc,45,1.0
14,20000,0.4158815111212406,0.1713183449985,0.09674693896709484,0.7515172391767431,permutation,arc,45,1.0
15,20000,0.4129236512276766,0.1671430429986677,0.10037981490243768,0.7403627722632787,permutation,arc,45,1.0
16,20000,0.41048506883260677,0.16322557807640264,0.10123762040844324,0.7292565366387023,permutation,arc,45,1.0
17,20000,0.4073113618483824,0.15993045615303442,0.10471078996530182,0.7196598460193689,permutation,arc,45,1.0
18,20000,0.40518144827682534,0.15625604267980114,0.10678334892297657,0.7114291072727965,permutation,arc,45,1.0
19,20000,0.4031594474292629,0.1532426920632982,0.10849803240261295,0.6995045560117606,permutation,arc,45,1.0
20,20000,0.4008185068374642,0.15003812302492386,0.11154052800231576,0.691973106313072,permutation,arc,45,1.0
21,20000,0.39946555014487456,0.14715938646940985,0.11447261659613565,0.6826700321665029,permutation,arc,45,1.0
22,20000,0.39849888592618554,0.14450833204138852,0.11714332018765415,0.6753707611848344,permutation,arc,45,1.0
23,20000,0.39734004558312697,0.14173280854321899,0.11942671309859822,0.6669242723649427,permutation,arc,45,1.0
24,20000,0.396147157317667,0.13958750860102215,0.12192312063519813,0.6624587817471054,permutation,arc,45,1.0
25,20000,0.3951745037605538,0.13723465327360893,0.12434942548063459,0.655500841889751,permutation,arc,45,1.0
26,20000,0.39436030920082765,0.1350122898989701,0.12532628129226436,0.6531949235816773,permutation,arc,45,1.0
27,20000,0.3935016749473942,0.13310297839862134,0.13026093681908685,0.6483468440887649,permutation,arc,45,1.0
28,20000,0.39283869249179487,0.13138580614353204,0.1323848506679769,0.6446371794695106,permutation,arc,45,1.0
29,20000,0.39225584238758304,0.12922732848372068,0.13562002219527583,0.6398770752559095,permutation,arc,45,1.0
30,20000,0.39133782516612825,0.12786699837837953,0.13940343516759762,0.6377875805866089,permutation,arc,45,1.0
31,20000,0.3905979176495996,0.12585634765447734,0.14109995051355478,0.6312833195185864,permutation,arc,45,1.0
32,20000,0.38983329751740675,0.12428428643631292,0.14267382722689176,0.6269676754910443,permutation,arc,45,1.0
33,20000,0.3895897706307747,0.12245094312007113,0.1473106311228137,0.623782071967334,permutation,arc,45,1.0
34,20000,0.3888730681931237,0.12083436801035,0.1504113241220349,0.6205728209513448,permutation,arc,45,1.0
35,20000,0.3888262548916961,0.11917767917162278,0.15254254156194993,0.6177786304135956,permutation,arc,45,1.0
36,20000,0.3883576651405416,0.11747131442073248,0.155247115967366,0.6137057641043362,permutation,arc,45,1.0
37,20000,0.38785543749478,0.11603359481241095,0.15806554681405952,0.6082844993912349,permutation,arc,45,1.0
1,20000,1.0,6.834583332705903e-17,0.9999999999999999,1.0,permutation,arc,OC1,1.0
2,20000,0.731173492808408,0.2980436361442455,0.11192651124860234,1.0,permutation,arc,OC1,1.0
3,20000,0.6519345066065513,0.26735312495300534,0.1699294794043171,0.9997077839212754,permutation,arc,OC1,1.0
4,20000,0.605254793043876,0.2551316532426616,0.11246630568276204,0.9990654222673223,permutation,arc,OC1,1.0
5,20000,0.5796807646529253,0.24002949032949253,0.13164024152770085,0.9954557918814534,permutation,arc,OC1,1.0
6,20000,0.5621819227101701,0.22975348381485766,0.11693564079148273,0.9799908499363909,permutation,arc,OC1,1.0
7,20000,0.5502324364638477,0.21959591115236987,0.12675171672876676,0.9570835681864519,permutation,arc,OC1,1.0
8,20000,0.5414641424321779,0.2102504236737609,0.13303816690964126,0.9347456497161037,permutation,arc,OC1,1.0
9,20000,0.5340973452636106,0.2015029366004543,0.14090316211222495,0.9106955615664761,permutation,arc,OC1,1.0
10,20000,0.5288214858506999,0.19463064640383002,0.14423439186750434,0.8925414714074688,permutation,arc,OC1,1.0
11,20000,0.5252703301588115,0.18796905793359975,0.15348712892591407,0.8746044777827682,permutation,arc,OC1,1.0
12,20000,0.5221000107600116,0.1820759453032152,0.15790144129068842,0.8587228019532032,permutation,arc,OC1,1.0
13,20000,0.5191898089874728,0.17652060930124713,0.16228239523927415,0.8466881388869185,permutation,arc,OC1,1.0
14,20000,0.5172030543036671,0.17067122454669198,0.17045394705458214,0.83660408992346,permutation,arc,OC1,1.0
15,20000,0.5146205449577445,0.16596419597127549,0.1769178350572685,0.8252693469318761,permutation,arc,OC1,1.0
16,20000,0.5125046814958856,0.16201273534247954,0.18017122308114739,0.8163177963895661,permutation,arc,OC1,1.0
17,20000,0.5115529449166379,0.1579303881172462,0.1892689772787317,0.8036641869629682,permutation,arc,OC1,1.0
18,20000,0.510087191451188,0.1541736333284892,0.19419973393638815,0.7954387373232904,permutation,arc,OC1,1.0
19,20000,0.5089876363775696,0.15046076545990966,0.20282383066991286,0.7860992069458731,permutation,arc,OC1,1.0
20,20000,0.5080858989466751,0.14702205900604967,0.2087864743049163,0.7819083138451413,permutation,arc,OC1,1.0
21,20000,0.5071670455738962,0.14374312769012232,0.21126024852489791,0.7715099749837818,permutation,arc,OC1,1.0
22,20000,0.5062044165407336,0.140792904446139,0.2158737040903755,0.7650449666752436,permutation,arc,OC1,1.0
23,20000,0.5052568014472083,0.13805492223510896,0.2204066978918738,0.7600843626293078,permutation,arc,OC1,1.0
24,20000,0.5047734698549855,0.13521919178656427,0.22469601869010727,0.7544226450850942,permutation,arc,OC1,1.0
25,20000,0.5042879739284339,0.13273457019646417,0.23290047227716804,0.7494179077114304,permutation,arc,OC1,1.0
26,20000,0.5038276289602102,0.13023830657849297,0.23460272670825003,0.7453470373955926,permutation,arc,OC1,1.0
27,20000,0.5033086657461127,0.12804799529277544,0.2418911721755293,0.7402605866926845,permutation,arc,OC1,1.0
28,20000,0.5029526310688598,0.12607076586212718,0.24627897839252208,0.7391090505995136,permutation,arc,OC1,1.0
29,20000,0.5024423692448071,0.12396178665739903,0.25197008060016657,0.7337918019884967,permutation,arc,OC1,1.0
30,20000,0.5018705869340664,0.12213069816144699,0.25301665259871586,0.7301437994666296,permutation,arc,OC1,1.0
31,20000,0.5017874506671377,0.12004009869626237,0.25688966936676155,0.7270860870471484,permutation,arc,OC1,1.0
32,20000,0.5014182561843118,0.11855072596518453,0.26130547344784877,0.723851540903112,permutation,arc,OC1,1.0
33,20000,0.5009146129868423,0.11653191581486938,0.2647012113436896,0.7206044662524153,permutation,arc,OC1,1.0
34,20000,0.5006335626443013,0.11485556149789806,0.26669542705364635,0.7173369865743917,permutation,arc,OC1,1.0
35,20000,0.5002418641945171,0.11311947795246693,0.2715893272179737,0.7123517425051983,permutation,arc,OC1,1.0
36,20000,0.5000535518999963,0.11147246071976645,0.2753081220286811,0.7113483232431592,permutation,arc,OC1,1.0
37,20000,0.4997588670575964,0.1103285911257979,0.2765555405713846,0.7081155934448077,permutation,arc,OC1,1.0
1,20000,1.0,8.139357441965384e-17,0.9999999999999999,1.0,permutation,arc,45,0.0
2,20000,0.7148543824917407,0.32057653532996266,0.056279686922650105,0.9999999999999999,permutation,arc,45,0.0
3,20000,0.6418152316705047,0.2725962226652359,0.18905518764064605,0.9992657144645656,permutation,arc,45,0.0
4,20000,0.5914272643909598,0.26517182569830533,0.09307301817389467,0.9915816350666721,permutation,arc,45,0.0
5,20000,0.5656001627941275,0.24737515803073962,0.1310491557162679,0.9875038959146896,permutation,arc,45,0.0
6,20000,0.5483722796984699,0.23685633790893804,0.10870353172828286,0.9776151871340486,permutation,arc,45,0.0
