line_code,direction,service_date,hour,mean_cos,mean_sin,N,active_bus_hours,median_midpoint_gap_min,median_residual_m,r1,boardings,distinct_registered_users,free_or_transfer_boardings,day_type,demand_join_level,day_category,hour_of_day,is_peak,period,lambda_boardings_per_bus,rain_mm,rain_hour,rain_day,temp_c,draws,r_null_mean,r_null_std,r_null_q025,r_null_q975,r_random_asymptotic_0_886_over_sqrtN,r_splay,r_excess,z,analysis_eligible
30,0,2026-03-14,2026-03-14 00:00:00,0.9829955276202789,-0.09042754361497016,2,2,0.1,20.560054635250847,0.987146062123386,2,1,1,2.0,line_hour_repeated_for_each_direction,weekend,0,False,off_peak,1.0,0.0,False,False,24.0,5000,0.6385128985116313,0.3083315886482324,0.03387684594654446,0.9994852760806024,0.6266570683376018,6.123233995736766e-17,0.96444150337954,1.1307085502987542,True
30,0,2026-03-14,2026-03-14 01:00:00,0.9341889676322184,-0.3567786046755748,1,1,0.06666666666666667,5.160716786488229,1.0,32,30,10,2.0,line_hour_repeated_for_each_direction,weekend,1,False,off_peak,32.0,0.0,False,False,23.8,5000,1.0,0.0,1.0,1.0,0.886226925,1.0,,,False
30,0,2026-03-14,2026-03-14 02:00:00,0.9477800792570729,-0.31892463273233795,1,1,2.25,36.07147377369838,1.0,241,224,57,2.0,line_hour_repeated_for_each_direction,weekend,2,False,off_peak,241.0,0.0,False,False,23.5,5000,1.0,0.0,1.0,1.0,0.886226925,1.0,,,False
30,0,2026-03-14,2026-03-14 03:00:00,1.0,0.0,1,1,6.566666666666666,11.269048749500914,1.0,614,581,136,2.0,line_hour_repeated_for_each_direction,weekend,3,False,off_peak,614.0,0.0,False,False,23.2,5000,1.0,0.0,1.0,1.0,0.886226925,1.0,,,False
30,0,2026-03-14,2026-03-14 04:00:00,0.9919294769696035,0.11475066556660517,2,2,11.366666666666667,14.059261036646788,0.9985448425229436,827,769,170,2.0,line_hour_repeated_for_each_direction,weekend,4,False,off_peak,413.5,0.0,False,False,23.0,5000,0.6385128985116313,0.3083315886482324,0.03387684594654446,0.9994852760806024,0.6266570683376018,6.123233995736766e-17,0.99597452448216,1.1676777769989164,True
30,0,2026-03-14,2026-03-14 05:00:00,0.7078122096232448,0.047568871387103036,11,11,0.08333333333333333,3.8372003272115434,0.7094088536357458,714,614,193,2.0,line_hour_repeated_for_each_direction,weekend,5,False,off_peak,64.9090909090909,0.0,False,False,22.8,5000,0.2697856174349346,0.1365297139459375,0.04943733983078588,0.5703871178060056,0.2672074717577669,6.055761952500853e-17,0.6020468052909638,3.2199821086191647,True
30,0,2026-03-14,2026-03-14 06:00:00,0.5357784967887074,-0.028125636338166823,15,15,0.016666666666666666,5.412180951532522,0.5365162150770411,609,525,231,2.0,line_hour_repeated_for_each_direction,weekend,6,False,off_peak,40.6,0.0,False,False,22.7,5000,0.2289757570481631,0.11639252372821327,0.04168166723566977,0.48267807767377313,0.22882280809904063,8.91257036971778e-17,0.39887261761247744,2.642269865605903,True
30,0,2026-03-14,2026-03-14 07:00:00,0.504579943511231,0.0010857076112107886,16,16,0.03333333333333333,3.8753163254493312,0.5045811115715828,487,421,193,2.0,line_hour_repeated_for_each_direction,weekend,7,True,peak,30.4375,0.0,False,False,23.4,5000,0.22208001078941958,0.11461974075529315,0.03900650595695239,0.4733578769826798,0.22155673125,5.658387411740342e-17,0.36314930159956477,2.464681030689884,True
30,0,2026-03-14,2026-03-14 08:00:00,0.4810260990147288,-0.10910961069758485,16,16,0.375,3.5874524392829406,0.4932453903280863,569,489,229,2.0,line_hour_repeated_for_each_direction,weekend,8,True,peak,35.5625,0.0,False,False,24.7,5000,0.22208001078941958,0.11461974075529315,0.03900650595695239,0.4733578769826798,0.22155673125,5.658387411740342e-17,0.34857746721978516,2.36578252360202,True
30,0,2026-03-14,2026-03-14 09:00:00,0.6173344366083908,-0.047678680700439215,16,16,0.35,4.018433517123787,0.6191728863701428,622,552,186,2.0,line_hour_repeated_for_each_direction,weekend,9,False,off_peak,38.875,0.0,False,False,26.5,5000,0.22208001078941958,0.11461974075529315,0.03900650595695239,0.4733578769826798,0.22155673125,5.658387411740342e-17,0.510454649691784,3.464437041682852,True
30,0,2026-03-14,2026-03-14 10:00:00,0.6014127817613306,-0.08167343847415429,16,16,0.05,4.5493177130003115,0.6069331796978094,539,461,167,2.0,line_hour_repeated_for_each_direction,weekend,10,False,off_peak,33.6875,0.0,False,False,26.9,5000,0.22208001078941958,0.11461974075529315,0.03900650595695239,0.4733578769826798,0.22155673125,5.658387411740342e-17,0.4947207608059179,3.3576517131549806,True
30,0,2026-03-14,2026-03-14 11:00:00,0.5950547611162995,-0.01268634095255058,16,16,0.0,4.7990005754225695,0.5951899797324722,448,387,124,2.0,line_hour_repeated_for_each_direction,weekend,11,False,off_peak,28.0,0.0,False,False,28.2,5000,0.22208001078941958,0.11461974075529315,0.03900650595695239,0.4733578769826798,0.22155673125,5.658387411740342e-17,0.479625120986643,3.255198157703235,True
30,0,2026-03-14,2026-03-14 12:00:00,0.5110970497607931,-0.04989300646653227,16,16,0.05,4.782842641461784,0.5135265391082101,335,276,83,2.0,line_hour_repeated_for_each_direction,weekend,12,False,off_peak,20.9375,0.0,False,False,28.9,5000,0.22208001078941958,0.11461974075529315,0.03900650595695239,0.4733578769826798,0.22155673125,5.658387411740342e-17,0.3746484630309415,2.54272541883525,True
30,0,2026-03-14,2026-03-14 13:00:00,0.581714868673504,-0.14278336930217447,12,12,4.375,5.2387568241901095,0.5989818686614087,360,289,86,2.0,line_hour_repeated_for_each_direction,weekend,13,False,off_peak,30.0,0.0,False,False,29.0,5000,0.26005172846758934,0.1301481869741919,0.05009262536409758,0.5474162940106255,0.2558316768559222,4.404629100295877e-17,0.45804572188797094,2.604186412992664,True
30,0,2026-03-14,2026-03-14 14:00:00,0.5060639946319724,-0.06551351868823062,11,11,0.1,5.261743834467389,0.5102869661217913,363,307,81,2.0,line_hour_repeated_for_each_direction,weekend,14,False,off_peak,33.0,0.0,False,False,29.3,5000,0.2697856174349346,0.1365297139459375,0.04943733983078588,0.5703871178060056,0.2672074717577669,6.055761952500853e-17,0.32935717842482637,1.7615311842086583,True
30,0,2026-03-14,2026-03-14 15:00:00,0.6037805187219476,0.25775920275218417,9,9,0.03333333333333333,5.180788211400387,0.6564988357884465,459,405,84,2.0,line_hour_repeated_for_each_direction,weekend,15,False,off_peak,51.0,0.0,False,False,28.7,5000,0.29859851907724216,0.14923830146046793,0.05953268026935572,0.6256892270155476,0.295408975,8.722735881576527e-17,0.5102645580963897,2.3981800463335436,True
30,0,2026-03-14,2026-03-14 16:00:00,0.8347705682177464,0.05966161180301743,12,12,2.1166666666666667,3.1259719126319485,0.8368998802040261,328,297,57,2.0,line_hour_repeated_for_each_direction,weekend,16,False,off_peak,27.333333333333332,0.0,False,False,28.0,5000,0.26005172846758934,0.1301481869741919,0.05009262536409758,0.5474162940106255,0.2558316768559222,4.404629100295877e-17,0.7795790245469478,4.432241164072647,True
30,0,2026-03-14,2026-03-14 17:00:00,0.8349258845433947,-0.21436333728221105,11,11,0.06666666666666667,3.595042583335239,0.862005146766153,170,145,39,2.0,line_hour_repeated_for_each_direction,weekend,17,True,peak,15.454545454545455,0.0,False,False,27.1,5000,0.2697856174349346,0.1365297139459375,0.04943733983078588,0.5703871178060056,0.2672074717577669,6.055761952500853e-17,0.8110214527011854,4.337660368685188,True
30,0,2026-03-14,2026-03-14 18:00:00,0.49829043910345594,-0.1424212107161381,11,11,0.11666666666666667,6.554290132104792,0.5182443081827002,137,121,24,2.0,line_hour_repeated_for_each_direction,weekend,18,True,peak,12.454545454545455,0.0,False,False,26.1,5000,0.2697856174349346,0.1365297139459375,0.04943733983078588,0.5703871178060056,0.2672074717577669,6.055761952500853e-17,0.3402544467488995,1.819814043162423,True
30,0,2026-03-14,2026-03-14 19:00:00,0.48802962296996555,0.005634188052450561,10,10,0.08333333333333333,7.7606516485075865,0.48806214457916847,78,72,13,2.0,line_hour_repeated_for_each_direction,weekend,19,False,off_peak,7.8,0.0,False,False,25.4,5000,0.28354216459013104,0.14388277650338765,0.04864411205077771,0.6011107448204243,0.28024956067672174,3.33066907387547e-17,0.28545989712295666,1.4214347607075966,True
30,0,2026-03-14,2026-03-14 20:00:00,0.6619044095823678,0.12412307301727488,7,7,1.2166666666666666,4.8007373569426814,0.6734418940635003,16,13,2,2.0,line_hour_repeated_for_each_direction,weekend,20,False,off_peak,2.2857142857142856,0.0,False,False,25.2,5000,0.33632062992291273,0.16698767522349736,0.06472188544758498,0.6916152545540218,0.3349622926742129,2.2429892266911074e-17,0.507958028138543,2.018839196901103,True
30,0,2026-03-14,2026-03-14 21:00:00,0.7114845600180667,-0.20956652902120343,6,6,0.14166666666666666,11.676982937750251,0.7417064171423198,13,12,4,3.0,line_hour_repeated_for_each_direction,weekend,21,False,off_peak,2.1666666666666665,0.0,False,False,24.9,5000,0.3681119540366061,0.1830462011730863,0.06742628631880836,0.7557380699666283,0.36180062709429617,7.629277997537062e-17,0.5912352124593864,2.040984520364054,True
30,0,2026-03-14,2026-03-14 22:00:00,0.9286535863590888,-0.17487966171352112,4,4,0.06666666666666667,15.35885272828505,0.9449763909953693,14,11,0,3.0,line_hour_repeated_for_each_direction,weekend,22,False,off_peak,3.5,0.0,False,False,24.2,5000,0.45262867991042205,0.21867693653724046,0.0762520819247966,0.9142674014677062,0.4431134625,6.206335383118183e-17,0.8994766313375242,2.251484399229733,True
30,0,2026-03-14,2026-03-14 23:00:00,0.987092901927952,-0.06610945502239765,2,2,1.125,8.644373663711221,0.9893042287789453,11,8,1,3.0,line_hour_repeated_for_each_direction,weekend,23,False,off_peak,5.5,0.0,False,False,23.6,5000,0.6385128985116313,0.3083315886482324,0.03387684594654446,0.9994852760806024,0.6266570683376018,6.123233995736766e-17,0.9704117486432671,1.1377080493284224,True
30,0,2026-03-15,2026-03-15 00:00:00,0.4248491202691562,0.29207842185731936,2,2,9.716666666666667,6.633681848369813,0.5155643311053802,2,1,0,3.0,line_hour_repeated_for_each_direction,weekend,0,False,off_peak,1.0,0.0,False,False,23.2,5000,0.6385128985116313,0.3083315886482324,0.03387684594654446,0.9994852760806024,0.6266570683376018,6.123233995736766e-17,-0.3401188227741151,-0.398754366833688,True
30,0,2026-03-15,2026-03-15 01:00:00,0.9718596670473563,-0.2355605815211911,1,1,2.5166666666666666,3.8880760897894207,0.9999999999999999,12,11,5,3.0,line_hour_repeated_for_each_direction,weekend,1,False,off_peak,12.0,0.0,False,False,23.3,5000,1.0,0.0,1.0,1.0,0.886226925,1.0,,,False
30,0,2026-03-15,2026-03-15 02:00:00,0.9747076995815777,-0.22348355728417474,1,1,0.4666666666666667,3.5315505836945884,1.0,127,123,34,3.0,line_hour_repeated_for_each_direction,weekend,2,False,off_peak,127.0,0.0,False,False,23.0,5000,1.0,0.0,1.0,1.0,0.886226925,1.0,,,False
30,0,2026-03-15,2026-03-15 03:00:00,0.8433457898901451,-0.5373712670720006,1,1,12.166666666666666,3.0785399694045497,1.0,239,230,68,3.0,line_hour_repeated_for_each_direction,weekend,3,False,off_peak,239.0,0.0,False,False,22.5,5000,1.0,0.0,1.0,1.0,0.886226925,1.0,,,False
30,0,2026-03-15,2026-03-15 04:00:00,1.0,0.0,1,1,10.416666666666666,1.3889537354424755,1.0,318,295,62,3.0,line_hour_repeated_for_each_direction,weekend,4,False,off_peak,318.0,0.0,False,False,22.2,5000,1.0,0.0,1.0,1.0,0.886226925,1.0,,,False
30,0,2026-03-15,2026-03-15 05:00:00,0.592410303590408,-0.03316513573849027,5,5,0.05,8.208504093585077,0.5933379256617867,242,209,63,3.0,line_hour_repeated_for_each_direction,weekend,5,False,off_peak,48.4,0.0,False,False,22.0,5000,0.39989834339372715,0.1987439029736825,0.08139669655257929,0.8287562583495031,0.39633272955812154,4.9650683064945465e-17,0.32234468966809626,0.9733107751923068,True
30,0,2026-03-15,2026-03-15 06:00:00,0.43571695120169207,0.37109280695321845,6,6,0.016666666666666666,12.581221323960143,0.5723278194679308,199,170,95,3.0,line_hour_repeated_for_each_direction,weekend,6,False,off_peak,33.166666666666664,0.0,False,False,22.4,5000,0.3681119540366061,0.1830462011730863,0.06742628631880836,0.7557380699666283,0.36180062709429617,7.629277997537062e-17,0.32318361889560915,1.1156520273164292,True
30,0,2026-03-15,2026-03-15 07:00:00,0.5102808209818583,0.10597834789515545,7,7,2.183333333333333,4.930145236854781,0.5211697674314061,200,174,91,3.0,line_hour_repeated_for_each_direction,weekend,7,True,peak,28.571428571428573,0.0,False,False,22.8,5000,0.33632062992291273,0.16698767522349736,0.06472188544758498,0.6916152545540218,0.3349622926742129,2.2429892266911074e-17,0.2785217468595157,1.1069627579465975,True
30,0,2026-03-15,2026-03-15 08:00:00,0.6493626514425961,-0.06826259061144144,6,6,0.11666666666666667,4.793913414815776,0.6529407586952616,178,153,81,3.0,line_hour_repeated_for_each_direction,weekend,8,True,peak,29.666666666666668,0.0,False,False,24.8,5000,0.3681119540366061,0.1830462011730863,0.06742628631880836,0.7557380699666283,0.36180062709429617,7.629277997537062e-17,0.45075833682594457,1.5560487070109954,True
30,0,2026-03-15,2026-03-15 09:00:00,0.6376837118496553,0.01435111044164821,6,6,0.06666666666666667,2.924271235653353,0.637845177711067,214,183,81,3.0,line_hour_repeated_for_each_direction,weekend,9,False,off_peak,35.666666666666664,0.0,False,False,26.0,5000,0.3681119540366061,0.1830462011730863,0.06742628631880836,0.7557380699666283,0.36180062709429617,7.629277997537062e-17,0.4268686920057463,1.4735800139299495,True
30,0,2026-03-15,2026-03-15 10:00:00,0.5374660095127948,-0.026932146083951742,6,6,0.016666666666666666,4.418321289623266,0.538140364472221,167,146,68,3.0,line_hour_repeated_for_each_direction,weekend,10,False,off_peak,27.833333333333332,0.0,False,False,26.9,5000,0.3681119540366061,0.1830462011730863,0.06742628631880836,0.7557380699666283,0.36180062709429617,7.629277997537062e-17,0.2690799604800007,0.9288824862026941,True
30,0,2026-03-15,2026-03-15 11:00:00,0.582525558981569,0.02536400675589771,6,6,2.125,4.154085411429235,0.583077490309395,156,130,46,3.0,line_hour_repeated_for_each_direction,weekend,11,False,off_peak,26.0,0.0,False,False,28.6,5000,0.3681119540366061,0.1830462011730863,0.06742628631880836,0.7557380699666283,0.36180062709429617,7.629277997537062e-17,0.3401956052911977,1.1743785716127486,True
30,0,2026-03-15,2026-03-15 12:00:00,0.6787367855883718,-0.038663611602342385,6,6,0.08333333333333333,4.071388747729274,0.6798371120886033,114,98,25,3.0,line_hour_repeated_for_each_direction,weekend,12,False,off_peak,19.0,0.0,False,False,29.6,5000,0.3681119540366061,0.1830462011730863,0.06742628631880836,0.7557380699666283,0.36180062709429617,7.629277997537062e-17,0.4933233980977318,1.702986219076099,True
30,0,2026-03-15,2026-03-15 13:00:00,0.47333689887540054,0.023654400607732756,6,6,0.1,5.400963091591352,0.473927579388552,158,137,47,3.0,line_hour_repeated_for_each_direction,weekend,13,False,off_peak,26.333333333333332,0.0,False,False,31.7,5000,0.3681119540366061,0.1830462011730863,0.06742628631880836,0.7557380699666283,0.36180062709429617,7.629277997537062e-17,0.16745945112890445,0.5780815153431559,True
30,0,2026-03-15,2026-03-15 14:00:00,0.48635737916825833,-0.10838033760867187,5,5,0.05,9.320033906575519,0.4982868630132513,212,192,66,3.0,line_hour_repeated_for_each_direction,weekend,14,False,off_peak,42.4,0.0,False,False,31.5,5000,0.39989834339372715,0.1987439029736825,0.08139669655257929,0.8287562583495031,0.39633272955812154,4.9650683064945465e-17,0.16395308784171034,0.49505176333662265,True
30,0,2026-03-15,2026-03-15 15:00:00,0.6147672902667599,0.2171111309971725,6,6,0.4,6.1792252190094725,0.6519785766302494,288,261,81,3.0,line_hour_repeated_for_each_direction,weekend,15,False,off_peak,48.0,0.0,False,False,31.2,5000,0.3681119540366061,0.1830462011730863,0.06742628631880836,0.7557380699666283,0.36180062709429617,7.629277997537062e-17,0.44923562711311055,1.5507922086032389,True
30,0,2026-03-15,2026-03-15 16:00:00,0.5999257772525881,-0.04674917887909511,5,5,0.016666666666666666,5.1413247443159555,0.6017444839281799,206,191,26,3.0,line_hour_repeated_for_each_direction,weekend,16,False,off_peak,41.2,0.0,False,False,30.2,5000,0.39989834339372715,0.1987439029736825,0.08139669655257929,0.8287562583495031,0.39633272955812154,4.9650683064945465e-17,0.33635324667481153,1.0156092212860541,True
30,0,2026-03-15,2026-03-15 17:00:00,0.449402135139721,-0.05612786392995135,5,5,0.016666666666666666,4.487683836519447,0.45289360359523645,123,101,32,3.0,line_hour_repeated_for_each_direction,weekend,17,True,peak,24.6,0.0,False,False,29.1,5000,0.39989834339372715,0.1987439029736825,0.08139669655257929,0.8287562583495031,0.39633272955812154,4.9650683064945465e-17,0.08831047143114208,0.2666509986398269,True
30,0,2026-03-15,2026-03-15 18:00:00,0.4861288153589296,0.16631242464466686,5,5,0.03333333333333333,6.545500827476222,0.5137908598967719,59,48,12,3.0,line_hour_repeated_for_each_direction,weekend,18,True,peak,11.8,0.0,False,False,28.3,5000,0.39989834339372715,0.1987439029736825,0.08139669655257929,0.8287562583495031,0.39633272955812154,4.9650683064945465e-17,0.18978870537891163,0.5730616879257235,True
30,0,2026-03-15,2026-03-15 19:00:00,0.6061839613884378,0.16552730908115026,4,4,0.08333333333333333,13.838374696581516,0.6283775020608438,36,30,8,3.0,line_hour_repeated_for_each_direction,weekend,19,False,off_peak,9.0,0.0,False,False,27.1,5000,0.45262867991042205,0.21867693653724046,0.0762520819247966,0.9142674014677062,0.4431134625,6.206335383118183e-17,0.32107787839826935,0.8036916235128063,True
30,0,2026-03-15,2026-03-15 20:00:00,0.4910747832191051,0.4999203341587678,2,2,4.008333333333334,4.038188659156321,0.7007672817841206,16,14,3,3.0,line_hour_repeated_for_each_direction,weekend,20,False,off_peak,8.0,0.0,False,False,27.5,5000,0.6385128985116313,0.3083315886482324,0.03387684594654446,0.9994852760806024,0.6266570683376018,6.123233995736766e-17,0.17221744016914098,0.20190725039046764,True
30,0,2026-03-15,2026-03-15 21:00:00,1.0,0.0,2,2,1.25,13.175328516355773,1.0,16,13,2,1.0,line_hour_repeated_for_each_direction,weekend,21,False,off_peak,8.0,0.0,False,False,26.7,5000,0.6385128985116313,0.3083315886482324,0.03387684594654446,0.9994852760806024,0.6266570683376018,6.123233995736766e-17,1.0,1.1723972333589863,True
30,0,2026-03-15,2026-03-15 22:00:00,1.0,0.0,1,1,0.016666666666666666,36.40164773384362,1.0,3,3,1,1.0,line_hour_repeated_for_each_direction,weekend,22,False,off_peak,3.0,0.0,False,False,26.1,5000,1.0,0.0,1.0,1.0,0.886226925,1.0,,,False
30,0,2026-03-16,2026-03-16 00:00:00,0.9717284160256359,-0.23610143050881496,1,1,0.08333333333333333,4.3870893535440185,1.0,2,2,0,1.0,line_hour_repeated_for_each_direction,weekday,0,False,off_peak,2.0,0.0,False,False,25.2,5000,1.0,0.0,1.0,1.0,0.886226925,1.0,,,False
30,0,2026-03-16,2026-03-16 01:00:00,0.95214107532761,-0.30565891558072117,1,1,4.583333333333333,2.6218805025165697,1.0,10,10,6,1.0,line_hour_repeated_for_each_direction,weekday,1,False,off_peak,10.0,0.0,False,False,24.8,5000,1.0,0.0,1.0,1.0,0.886226925,1.0,,,False
30,0,2026-03-16,2026-03-16 02:00:00,-0.9104672837674767,-0.4135810986844939,1,1,0.06666666666666667,7.065035617619803,1.0,412,395,102,1.0,line_hour_repeated_for_each_direction,weekday,2,False,off_peak,412.0,0.0,False,False,24.3,5000,1.0,0.0,1.0,1.0,0.886226925,1.0,,,False
30,0,2026-03-16,2026-03-16 03:00:00,0.7441468297701102,-0.6680160894343,1,1,9.266666666666667,11.576283074532938,1.0,1178,1108,293,1.0,line_hour_repeated_for_each_direction,weekday,3,False,off_peak,1178.0,0.0,False,False,24.0,5000,1.0,0.0,1.0,1.0,0.886226925,1.0,,,False
30,0,2026-03-16,2026-03-16 04:00:00,0.936684537641443,-0.10556648840743971,2,2,11.266666666666666,6.196876193039994,0.9426145588368778,1697,1539,448,1.0,line_hour_repeated_for_each_direction,weekday,4,False,off_peak,848.5,0.0,False,False,23.6,5000,0.6385128985116313,0.3083315886482324,0.03387684594654446,0.9994852760806024,0.6266570683376018,6.123233995736766e-17,0.8412517599470458,0.9862812359202947,True
30,0,2026-03-16,2026-03-16 05:00:00,0.7017901603169421,0.2778290557702198,26,26,2.6166666666666667,5.113745201109129,0.7547836864611286,1545,1384,475,1.0,line_hour_repeated_for_each_direction,weekday,5,False,off_peak,59.42307692307692,0.0,False,False,23.0,5000,0.173601294711385,0.0887148610145929,0.030836907776361184,0.36694780504185154,0.1738033993863973,9.396620697213003e-17,0.7032711789483854,6.551127794182574,True
30,0,2026-03-16,2026-03-16 06:00:00,0.46915995964279117,0.10080317333128316,37,37,0.06666666666666667,4.24154610422432,0.4798670102077055,1218,1081,463,1.0,line_hour_repeated_for_each_direction,weekday,6,False,off_peak,32.91891891891892,0.0,False,False,22.8,5000,0.14290209219064082,0.075210116610036,0.02516789054102789,0.31499073161814206,0.14569480899274084,4.20686755485586e-17,0.3931463546309512,4.480313729125375,True
30,0,2026-03-16,2026-03-16 07:00:00,0.2466700725359023,0.06975355179827462,30,30,0.03333333333333333,4.999786482461962,0.25634290057136727,957,844,453,1.0,line_hour_repeated_for_each_direction,weekday,7,True,peak,31.9,0.0,False,False,24.1,5000,0.16175068191060601,0.08355220712215446,0.03091921270239568,0.34132782754280266,0.16180215929697966,8.044862075887494e-17,0.1128449694135911,1.1321330928154436,True
30,0,2026-03-16,2026-03-16 08:00:00,0.5114415602062335,-0.061010569862266426,28,28,0.1,5.30091326315671,0.5150677228686582,1041,915,519,1.0,line_hour_repeated_for_each_direction,weekday,8,True,peak,37.17857142857143,0.0,False,False,25.4,5000,0.16521360214527986,0.08649158124458124,0.02712561358016155,0.3565971092097011,0.16748114633710645,3.794119623440466e-17,0.41909417980749647,4.0449499903818324,True
30,0,2026-03-16,2026-03-16 09:00:00,0.6161712246060028,-0.09598285042463352,23,23,0.08333333333333333,3.627638576283364,0.6236021853779048,1257,1105,628,1.0,line_hour_repeated_for_each_direction,weekday,9,False,off_peak,54.65217391304348,0.0,False,False,26.1,5000,0.18462969654794922,0.09671579626906628,0.03242178750193515,0.4063042370472034,0.18479108798797816,2.6984066883122532e-17,0.5383719360043753,4.538787930864166,True
30,0,2026-03-16,2026-03-16 10:00:00,0.4313867315501814,-0.07426443847490553,20,20,0.11666666666666667,2.917721272813843,0.4377324742117511,941,798,379,1.0,line_hour_repeated_for_each_direction,weekday,10,False,off_peak,47.05,0.0,False,False,26.9,5000,0.19933326389447692,0.10135813656609009,0.03800324274861519,0.41965840467632126,0.19816636477906077,4.47545209131181e-17,0.2977508613344649,2.352048078171081,True
30,0,2026-03-16,2026-03-16 11:00:00,0.5945107855051894,-0.04063047106414423,22,22,0.06666666666666667,3.9994130747206116,0.5958975660806911,1001,850,415,1.0,line_hour_repeated_for_each_direction,weekday,11,False,off_peak,45.5,0.0,False,False,29.2,5000,0.18836968283221453,0.0982010219276619,0.035063024262310005,0.41219623054350135,0.18894421526362984,8.125440819227129e-17,0.5021102275609424,4.14993525778861,True
