pair_id,line_a,line_b,shared_hours,offtrunk_hours,speed_hours,mean_segment_speed_mps,mean_N_shared_a,mean_N_shared_b,raw_shared_corr,raw_offtrunk_corr,raw_shared_minus_off,speed_controlled_shared_corr,speed_controlled_offtrunk_corr,speed_controlled_shared_minus_off,speed_gap_retention,zero_lag_corr,best_nonzero_lag_hours,best_nonzero_lag_corr,nonzero_lag_perm_p,significant_nonzero_lag,te_a_to_b,te_b_to_a,te_net_a_minus_b
30__48,30,48,50,100,50,2.959253166675434,9.3,2.6,0.05888727341775331,0.05684243851265301,0.0020448349051002956,0.0593517309033193,-0.15563236115877774,0.21498409206209704,105.13518305359348,0.05888727341775331,4.0,0.26944357934016455,0.386,False,0.12744531489472286,0.0991535932392149,0.02829172165550796
30__49.1,30,49.1,268,225,268,2.8875236284449177,16.567164179104477,9.64179104477612,0.15447243995669038,0.007610931908642469,0.1468615080480479,0.131372622517101,-0.06298462543280667,0.19435724794990766,1.3234049584069423,0.15447243995669038,2.0,0.11638428165090904,0.396,False,0.025708234740484087,0.028964536041806953,-0.0032563013013228656
30__49.2,30,49.2,240,262,240,3.065671304950928,14.0,7.670833333333333,-0.15774251317703122,0.012305115997376508,-0.17004762917440774,-0.16036770490444777,-0.030172683227389828,-0.13019502167705793,0.7656385584977762,-0.15774251317703122,1.0,0.13294256264670154,0.274,False,0.030737660139561817,0.001967647788902476,0.02877001235065934
30__61,30,61,13,261,13,2.542089622539596,3.6923076923076925,2.076923076923077,0.053279403309388934,-0.023294331025809172,0.07657373433519811,0.06360436620637377,0.24451867331472882,-0.18091430710835504,-2.3626157020945424,0.053279403309388934,-1.0,-0.35531645650329424,0.362,False,,,
30__62,30,62,18,276,18,2.5550508140940096,5.444444444444445,2.111111111111111,0.545285524365997,-0.018600377266847528,0.5638859016328445,0.5483034066921876,-0.46299695042529504,1.0113003571174826,1.7934485579246795,0.545285524365997,-4.0,-0.4772374545224388,0.42,False,,,
30__OC1,30,OC1,95,231,95,2.5107812592388736,18.126315789473683,2.610526315789474,0.2772963081375409,-0.13240376431826706,0.409700072455808,0.24119210701062174,-0.15774110879112868,0.39893321580175045,0.9737201494998055,0.2772963081375409,1.0,0.1581047506053131,0.652,False,0.06939444794672131,0.1261271886158704,-0.0567327406691491
30__OC2,30,OC2,65,195,65,2.5349563868896205,16.907692307692308,2.8923076923076922,-0.09286353848544845,0.2727084548860149,-0.3655719933714634,-0.07315167131781931,0.1898960101482111,-0.2630476814660304,0.7195509673487038,-0.09286353848544845,1.0,0.3383827107968219,0.046,True,0.10617680505489999,0.13958483835664587,-0.03340803330174588
30__OC3,30,OC3,45,207,45,2.55890166420597,10.022222222222222,2.1333333333333333,-0.23654790976545395,-0.10287077229112407,-0.13367713747432988,-0.23428333243762414,-0.11856805488820558,-0.11571527754941856,0.8656325212801587,-0.23654790976545395,-1.0,0.23683128824771438,0.622,False,0.20016150340450084,0.1362340908012144,0.06392741260328644
31__34A,31,34A,31,164,31,2.513069205376262,3.064516129032258,2.7096774193548385,0.39177857124930376,-0.059009889789558005,0.4507884610388618,0.3177271154487868,-0.1556961281315542,0.473423243580341,1.050211539331145,0.39177857124930376,-2.0,0.37562700020167966,0.308,False,0.2560096473940998,0.21217194536310385,0.04383770203099596
31__44,31,44,108,162,108,2.735403781809163,5.712962962962963,3.462962962962963,0.11698129137768022,0.12545938318066702,-0.008478091802986795,0.08323896568659422,0.1637677089921612,-0.08052874330556697,9.498451441301572,0.11698129137768022,-1.0,0.15223331104144483,0.626,False,0.056882764833382934,0.06586199988955638,-0.008979235056173443
33__31,31,33,32,55,32,2.9445023501561276,4.65625,5.96875,-0.2130354229097055,-0.05327409161327156,-0.15976133129643394,-0.06156525732233587,-0.275604646573628,0.21403938925129212,-1.3397446523160623,-0.2130354229097055,-1.0,-0.5787055489139901,0.006,True,0.29424980605742507,0.1792042102331292,0.11504559582429585
33__34A,33,34A,25,104,25,3.1783494136368273,5.44,2.84,0.11881333460104263,0.14988829176152563,-0.031074957160483002,0.07655659052705852,0.24045947293938605,-0.16390288241232753,5.274436311074225,0.11881333460104263,-4.0,0.4387729461309286,0.258,False,0.14571633339630072,0.2507128826889706,-0.10499654929266986
33__36,33,36,33,118,33,3.3141194964192966,5.181818181818182,2.878787878787879,-0.007369736300764929,0.2376638283402993,-0.24503356464106424,0.057735226354778,0.3341831824943178,-0.27644795613953976,1.1282044422954574,-0.007369736300764929,-4.0,0.44468235180751525,0.216,False,0.23569829981001325,0.20656493461009764,0.029133365199915606
33__38A,33,38A,29,68,29,4.149564787455899,5.620689655172414,2.2413793103448274,0.14890882739429429,0.14895552247065538,-4.6695076361097376e-05,0.1781338257569714,0.08572650018126408,0.09240732557570731,-1978.952231732375,0.14890882739429429,4.0,-0.3677255689022853,0.378,False,0.2980310083384306,0.15100373401434372,0.14702727432408688
33__39A,33,39A,23,114,23,3.8315203930562074,5.173913043478261,2.391304347826087,0.13331657681962822,-0.01623910321439462,0.14955568003402284,0.1357907477756011,0.16917527725714573,-0.033384529481544634,-0.22322475130299227,0.13331657681962822,-3.0,0.5083777103357545,0.304,False,0.4926219704428826,0.46049932435477803,0.032122646088104556
33__44,33,44,29,113,29,3.5317064868255197,4.620689655172414,2.413793103448276,0.07050369309289818,0.019107113692035108,0.05139657940086308,0.06253925760730256,-0.09600825179738662,0.15854750940468917,3.0847871833670464,0.07050369309289818,-2.0,-0.21238299214113937,0.95,False,0.1836595419094923,0.23724964770419554,-0.05359010579470325
33__45,33,45,66,116,66,3.2835793163099596,4.46969696969697,3.8181818181818183,0.038069443696917185,0.0971472436597876,-0.05907779996287041,0.02065885020810075,0.0905825883232558,-0.06992373811515505,1.1835873739222038,0.038069443696917185,-1.0,-0.11062669880868022,0.99,False,0.13097664179002,0.033897122842042646,0.09707951894797735
33__46,33,46,32,73,32,4.310570440951581,4.84375,2.84375,0.059930629324753605,-0.15169022943650598,0.21162085876125958,-0.04067052361582407,-0.2610654605491498,0.22039493693332574,1.0414613106828219,0.059930629324753605,2.0,0.42650905627409647,0.166,False,0.3999895415629474,0.321512423864593,0.07847711769835441
33__49.1,33,49.1,55,103,55,3.3788210960799336,4.4363636363636365,5.090909090909091,-0.02516205311200252,-0.18697887715526332,0.1618168240432608,-0.03703936371605707,-0.23059954878203281,0.19356018506597575,1.1961684837803301,-0.02516205311200252,3.0,-0.13010145899998687,0.944,False,0.10018030852525855,0.19101664872528387,-0.09083634020002532
33__62,33,62,25,113,25,3.756366683037216,4.32,2.64,-0.06814732700531267,-0.007860204738880097,-0.060287122266432576,-0.057200007488017776,0.08862957478790337,-0.14582958227592113,2.418917619445206,-0.06814732700531267,3.0,0.5205167125137612,0.076,False,0.30948407844197034,0.4520325967144754,-0.14254851827250503
33__OC1,33,OC1,62,103,62,4.14858638143618,10.53225806451613,3.935483870967742,0.056359318726320135,0.11924232140242906,-0.06288300267610893,0.007542976105482443,0.24021525634479216,-0.23267228023930972,3.7000822215461517,0.056359318726320135,1.0,0.26564085044816427,0.32,False,0.13184262069484393,0.13189183633366866,-4.9215638824734453e-05
33__OC2,33,OC2,59,109,59,4.114547262785588,9.76271186440678,3.5084745762711864,0.03926404452568797,-0.31152695442557754,0.35079099895126553,-0.0073217480067826425,-0.2001379894722386,0.19281624146545595,0.5496613141212423,0.03926404452568797,2.0,0.33529679720813427,0.078,False,0.029290784050488603,0.2608945228309147,-0.2316037387804261
33__OC3,33,OC3,80,114,80,4.380524033954646,7.625,3.6,0.3374107336489063,-0.052912242247783015,0.3903229758966893,0.2575979961697301,0.11399061034723021,0.1436073858224999,0.36791937623602744,0.3374107336489063,1.0,0.22330348108228884,0.344,False,0.07246692007559666,0.13764697527611422,-0.06518005520051756
35__31,31,35,65,95,65,2.753889429674948,5.876923076923077,3.876923076923077,-0.0034136213060986763,-7.7707008948722e-06,-0.003405850605203804,-0.017573965352576684,0.2433471110458356,-0.2609210763984123,76.60966573218174,-0.0034136213060986763,-3.0,0.14918548646830224,0.882,False,0.04634496001558245,0.08401047104434804,-0.03766551102876559
35__34A,34A,35,75,62,75,3.600401481767067,3.5733333333333333,4.1466666666666665,0.09790975832250742,-0.15795169008661428,0.25586144840912173,0.06020881578672927,-0.10979220026936008,0.17000101605608936,0.6644260677531154,0.09790975832250742,4.0,0.23920302345140698,0.332,False,0.07422428559860093,0.04832248445223318,0.025901801146367753
35__38A,35,38A,86,164,86,3.616360479883001,5.3604651162790695,3.058139534883721,-0.10681669680199528,0.0670439286018739,-0.17386062540386918,-0.1930097773121417,0.01237480344860912,-0.2053845807607508,1.1813173930765124,-0.10681669680199528,1.0,0.19563925049208825,0.462,False,0.08848616917282445,0.05044994618561632,0.03803622298720813
35__44,35,44,74,131,74,3.6196729822230362,4.013513513513513,4.04054054054054,0.285114020804152,0.08854717536990729,0.19656684543424469,0.24138798443263115,0.08800900620965438,0.15337897822297678,0.7802891575338677,0.285114020804152,1.0,-0.16176342232627208,0.796,False,0.1763518946983557,0.10089486763141628,0.07545702706693941
35__62,35,62,86,170,86,4.453692591842653,3.9651162790697674,3.255813953488372,-0.08638538397882975,-0.05904764945736682,-0.02733773452146293,-0.08852759105595695,0.02035917627558811,-0.10888676733154506,3.983020877097836,-0.08638538397882975,4.0,0.2926061304935917,0.066,False,0.1506605931634328,0.05834949626149196,0.09231109690194084
35__OC1,35,OC1,40,168,40,3.023161556827153,3.25,2.55,-0.10825620600315733,0.05262466108675414,-0.16088086708991148,-0.14014865355033013,-0.12126663941245747,-0.01888201413787266,0.11736643691334701,-0.10825620600315733,3.0,-0.2836988692170676,0.546,False,0.12277513817103583,0.25116006598192236,-0.12838492781088653
35__OC2,35,OC2,26,141,26,2.9748319497766875,3.1923076923076925,2.8076923076923075,0.025552318136468605,0.00557637579092787,0.019975942345540735,0.19601631526326158,0.4161991653649863,-0.22018285010172473,-11.022401161008384,0.025552318136468605,3.0,-0.4319943805081989,0.248,False,0.21903823901750444,0.4063234881024731,-0.18728524908496866
36__31,31,36,116,166,116,2.8111433216405524,5.698275862068965,4.646551724137931,-0.11785719074178079,0.10944092352533362,-0.2272981142671144,-0.17151204978364884,0.1467018999675323,-0.3182139497511811,1.3999849966956828,-0.11785719074178079,3.0,-0.12185384231207184,0.84,False,0.02612510004928331,0.05711347298584573,-0.03098837293656242
36__34A,34A,36,196,106,196,3.425528558422638,6.25,5.540816326530612,-0.030005893399243373,-0.08897207607672486,0.058966182677481487,-0.09354970847928164,-0.04428435970579294,-0.0492653487734887,-0.835484790374646,-0.030005893399243373,3.0,-0.14429262481999958,0.312,False,0.037776166513439804,0.043854429218583346,-0.006078262705143542
36__35,35,36,76,136,76,3.7038474780268027,3.973684210526316,4.552631578947368,0.08779157604792402,0.03309515254040639,0.05469642350751763,0.018701540211012606,0.20691011983722193,-0.18820857962620932,-3.440966841284264,0.08779157604792402,-3.0,0.20135733475986584,0.526,False,0.11404696659554611,0.08816177380738625,0.025885192788159858
36__38A,36,38A,78,137,78,3.6858281285691774,5.397435897435898,3.076923076923077,0.10147673063117169,0.039963960280491345,0.06151277035068034,-0.013451427080639922,-0.011709708405121982,-0.00174171867551794,-0.028314749369740853,0.10147673063117169,-2.0,0.2595190613745567,0.156,False,0.05455168840120411,0.06020140776626231,-0.0056497193650581964
36__39A,36,39A,172,243,172,3.811845300876003,5.412790697674419,4.930232558139535,-0.018845265488837165,0.04232097492129118,-0.061166240410128345,-0.14506425464516381,0.04157334939201758,-0.18663760403718138,3.051317242742887,-0.018845265488837165,-1.0,0.11140246027648823,0.726,False,0.05511080655505615,0.03957666037800523,0.015534146177050921
36__44,36,44,181,238,181,3.4922781699898664,5.149171270718232,3.994475138121547,0.13274107474276547,-0.04679679753008943,0.1795378722728549,0.0537899339108844,-0.0029748088497846535,0.056764742760669055,0.3161714129841092,0.13274107474276547,-3.0,0.18231949167251846,0.134,False,0.032234747969858896,0.038663032281039414,-0.006428284311180518
36__OC1,36,OC1,100,240,100,3.2555449761429354,4.13,2.85,-0.02936997084785828,0.04056656550952635,-0.06993653635738463,-0.03031916671653969,-0.023069767023697604,-0.007249399692842086,0.10365683046979518,-0.02936997084785828,-4.0,0.20956116073166647,0.3,False,0.0475370886292635,0.06208039847269582,-0.014543309843432321
36__OC2,36,OC2,87,243,87,3.0262109833231428,4.114942528735632,3.0804597701149423,0.060294824257247186,0.02607110714188428,0.0342237171153629,0.03933868310156449,0.08043942253818158,-0.04110073943661709,-1.2009431733576104,0.060294824257247186,-2.0,-0.17783420945160833,0.594,False,0.05072454076901774,0.11884056056913435,-0.06811601980011661
36__OC3,36,OC3,58,261,58,3.068412892200737,3.1379310344827585,2.4827586206896552,0.28981851579658713,-0.12143716460199373,0.41125568039858085,0.28363259158376725,0.08531955225517848,0.19831303932858876,0.4822134958388604,0.28981851579658713,-2.0,0.24017726626123273,0.43,False,0.09350561952446454,0.14567020529540284,-0.0521645857709383
38A__31,31,38A,28,104,28,2.7250100142214646,5.107142857142857,2.2857142857142856,-0.26156482835269795,0.04053763549780499,-0.30210246385050293,-0.3148202392174506,-0.1530374221195673,-0.1617828170978833,0.5355229978459971,-0.26156482835269795,4.0,-0.21865722828411308,0.944,False,0.28712587483961305,0.30806541358219786,-0.020939538742584807
38A__34A,34A,38A,79,37,79,3.706168627253172,4.341772151898734,3.329113924050633,0.03186200320405524,0.04171963469459255,-0.00985763149053731,0.022986373028016274,0.05016299279650925,-0.027176619768492977,2.756911718051215,0.03186200320405524,-1.0,0.196462383296303,0.514,False,0.06509189872572645,0.09204304714215937,-0.026951148416432924
38A__44,38A,44,74,134,74,3.616363050340729,3.054054054054054,3.77027027027027,0.17413154451189772,-0.2354831914734553,0.40961473598535303,0.11708098766729395,0.014803648813524885,0.10227733885376906,0.2496915512761882,0.17413154451189772,4.0,0.2036587094761942,0.518,False,0.09627621126284092,0.09577691710791668,0.0004992941549242375
38A__OC1,38A,OC1,127,152,127,4.7478389003664,4.535433070866142,5.118110236220472,-0.06255648307278874,-0.10666427272709772,0.044107789654308976,-0.18361981330782132,-0.16348885193084645,-0.02013096137697487,-0.45640376756009665,-0.06255648307278874,-2.0,0.23558927899679694,0.068,False,0.06296396177626262,0.07181073462710821,-0.008846772850845591
38A__OC2,38A,OC2,136,64,136,5.059450173133272,7.801470588235294,5.595588235294118,0.1054608630983384,0.111970231725285,-0.006509368626946607,0.07026946679764481,0.15732355557038993,-0.08705408877274512,13.373660912729743,0.1054608630983384,-4.0,0.10263220072153773,0.874,False,0.029415495833306327,0.0196129332815714,0.009802562551734926
39A__31,31,39A,140,201,140,2.9674876752927295,5.9714285714285715,4.0285714285714285,0.08504819869629716,0.010073592505386178,0.07497460619091098,0.022509822198674548,0.061292412075843065,-0.03878258987716852,-0.5172763399172086,0.08504819869629716,-2.0,-0.14398354846612968,0.504,False,0.0586984844827406,0.04328844014035219,0.015410044342388407
39A__34A,34A,39A,167,145,167,3.6596833134868305,5.892215568862276,4.832335329341317,0.05376066469075877,0.026187873275552463,0.027572791415206306,0.025350068839493953,0.018328834789202515,0.007021234050291439,0.2546435703430176,0.05376066469075877,-2.0,-0.16239944086720554,0.302,False,0.035828568702021245,0.032876725471985425,0.0029518432300358194
39A__35,35,39A,91,167,91,3.8766606438501188,4.263736263736264,4.637362637362638,-0.08507894933152974,-0.02048588539025589,-0.06459306394127384,-0.15005104783541576,0.04233264659462185,-0.1923836944300376,2.978395553506292,-0.08507894933152974,2.0,0.16519888593271936,0.674,False,0.05850748474377787,0.04948079696718549,0.00902668777659238
39A__38A,38A,39A,134,176,134,4.75100979430586,4.119402985074627,6.156716417910448,0.13069356895419243,-0.07498266112795361,0.20567623008214603,0.0011119041621901152,-0.21295443082542295,0.21406633498761307,1.0407927785438118,0.13069356895419243,-3.0,0.21613712040206326,0.11,False,0.02964025317228764,0.06419418645482788,-0.03455393328254024
39A__44,39A,44,165,232,165,3.739576729424934,5.012121212121212,4.327272727272727,0.13658278253135286,0.0084498545676634,0.12813292796368947,0.06964656107353952,-0.09608917068322166,0.16573573175676118,1.2934671390926746,0.13658278253135286,-2.0,0.12817018391052093,0.562,False,0.04382858432255264,0.03296368764566341,0.010864896676889231
39A__OC1,39A,OC1,281,148,281,5.177975498366763,10.309608540925266,7.291814946619217,0.2121172899043827,0.027958435872392048,0.18415885403199064,0.2313800203159424,0.00577492447071586,0.22560509584522653,1.225057014125621,0.2121172899043827,2.0,-0.14547435323790478,0.1,False,0.02040051334637535,0.05549178238894749,-0.035091269042572135
39A__OC2,39A,OC2,195,216,195,4.457539790744826,7.18974358974359,4.769230769230769,0.24995858479193647,-0.07262556491948235,0.3225841497114188,0.06900715746078774,-0.14112512054053103,0.21013227800131878,0.6514029848934036,0.24995858479193647,4.0,-0.1345138926745249,0.452,False,0.04297095561013267,0.037316842286159155,0.005654113323973517
44__34A,34A,44,175,153,175,3.400125057101718,5.12,5.56,0.20046545134081503,-0.001435947891157203,0.20190139923197223,0.13712185917179665,0.011557580988600312,0.12556427818319632,0.6219089053411201,0.20046545134081503,-1.0,0.1815718354775997,0.128,False,0.06744169836722615,0.02774490746403083,0.03969679090319532
45__31,31,45,81,215,81,2.5041925241867484,3.0123456790123457,4.345679012345679,0.19237144677281987,-0.039622927534697705,0.23199437430751757,0.16393269275451347,-0.04676226308942396,0.21069495584393744,0.9081899355225445,0.19237144677281987,4.0,-0.16441912179880028,0.74,False,0.05626517361547201,0.0585385144729883,-0.0022733408575162928
45__34A,34A,45,165,158,165,2.945603146315008,4.975757575757576,10.187878787878788,0.10870892889632151,0.071626366728612,0.03708256216770951,0.04147153617590038,0.014930095140856924,0.026541441035043457,0.7157391367674972,0.10870892889632151,-2.0,0.14623317234953,0.418,False,0.02716187469321171,0.07774993535849815,-0.05058806066528644
45__35,35,45,61,169,61,2.690772044263205,3.0163934426229506,7.180327868852459,0.04072239842058177,0.026263284308612998,0.014459114111968773,0.0346704858585863,0.25478060763936305,-0.22011012178077677,-15.22293275205408,0.04072239842058177,4.0,-0.14077093891194398,0.94,False,0.17810135157413962,0.12488765723346919,0.05321369434067043
45__36,36,45,102,242,102,2.7884326675145283,2.980392156862745,6.1568627450980395,0.0987976149269663,-0.0001256018375884336,0.09892321676455473,0.09350649267050848,-0.09625833066746589,0.18976482333797437,1.9183042115343865,0.0987976149269663,-3.0,-0.2122075547666211,0.292,False,0.03278092234848961,0.04826301941922577,-0.01548209707073616
45__38A,38A,45,44,172,44,2.789700931793453,2.090909090909091,5.113636363636363,0.05601118803710282,0.16325883103222122,-0.10724764299511841,0.08600791708276241,0.17254039531773332,-0.08653247823497091,0.806847365763643,0.05601118803710282,-3.0,0.22466537235864217,0.728,False,0.09899986430174543,0.1886485884979116,-0.08964872419616618
45__39A,39A,45,143,280,143,2.9790553888075477,3.2587412587412588,7.013986013986014,-0.058130281501579666,0.11345587827219508,-0.17158615977377475,-0.05810720251455951,0.08428651956840583,-0.14239372208296533,0.8298671773452022,-0.058130281501579666,-4.0,-0.068325753018157,0.99,False,0.06604724814000801,0.039554592929748854,0.026492655210259154
45__44,44,45,91,234,91,2.7871856557195223,2.4395604395604398,6.21978021978022,0.05784291866547612,0.10398586129941113,-0.046142942633935015,0.05742225422285677,0.25651351613502266,-0.1990912619121659,4.314663316806929,0.05784291866547612,1.0,-0.11887736538226289,0.916,False,0.12007524657520059,0.07124720628141094,0.04882804029378965
45__62,45,62,151,281,151,3.298572963387307,4.622516556291391,3.562913907284768,0.09914519483026968,0.06614582401225662,0.03299937081801306,-0.0029220494606445858,0.18120699382664068,-0.18412904328728527,-5.579774363054718,0.09914519483026968,1.0,-0.1678745118257982,0.278,False,0.06787000729348189,0.04328504838280281,0.024584958910679078
45__OC1,45,OC1,85,270,85,2.8665223435963236,6.964705882352941,2.552941176470588,0.08030920288847178,0.002421477532765559,0.07788772535570622,0.07795690010085429,0.03925263826762136,0.03870426183323293,0.49692376631200946,0.08030920288847178,1.0,0.2340365396455497,0.238,False,0.08068006875068168,0.05480989186005463,0.025870176890627046
45__OC2,45,OC2,66,238,66,2.793610665107519,6.303030303030303,2.696969696969697,-0.13868602722355702,0.04353800293129924,-0.18222403015485628,-0.13314884002092528,-0.044460701986900227,-0.08868813803402506,0.48669836771065134,-0.13868602722355702,-4.0,-0.1823798648987039,0.706,False,0.15102741565654712,0.05726523265382969,0.09376218300271744
45__OC3,45,OC3,55,248,55,2.9676410409266945,4.781818181818182,2.109090909090909,-0.00011800219969297662,-0.02569157406596547,0.025573571866272495,-0.009513173618102885,0.3399302989499518,-0.3494434725680547,-13.664241913305645,-0.00011800219969297662,1.0,0.21670527649831658,0.632,False,0.16901181368632556,0.11533565086392991,0.05367616282239565
46__31,31,46,26,74,26,2.6874841695820604,4.384615384615385,2.3846153846153846,0.0801546429004143,-0.18265783528040636,0.26281247818082065,0.03871234508685811,-0.14340859755830732,0.18212094264516543,0.6929691615322097,0.0801546429004143,4.0,0.5176833381870383,0.096,False,0.22405134191893603,0.16358646457270876,0.06046487734622727
46__34A,34A,46,112,34,112,3.8271134262279367,4.107142857142857,5.071428571428571,0.05451401526149113,-0.1266261605715518,0.18114017583304293,0.024793075386219745,-0.3008320260584267,0.3256251014446464,1.797641522357665,0.05451401526149113,2.0,0.2242360030813243,0.14,False,0.046463083853234395,0.10698678071750263,-0.060523696864268235
46__35,35,46,115,131,115,4.04504311334274,4.765217391304348,5.217391304347826,-0.002898960328354913,-0.09241669830146952,0.0895177379731146,-0.06130156748851591,-0.05904282866667378,-0.0022587388218421323,-0.02523230449054145,-0.002898960328354913,3.0,0.13668341431417472,0.736,False,0.07048386444824592,0.05006163455289917,0.020422229895346748
46__36,36,46,130,133,130,3.9641879670118336,5.415384615384616,5.030769230769231,0.1495809481729831,0.03604728319877427,0.11353366497420883,0.06318801262869404,0.06689554442383434,-0.003707531795140301,-0.032655792411726794,0.1495809481729831,1.0,0.1589008077358183,0.404,False,0.04057273946778121,0.05228144927239522,-0.011708709804614005
46__38A,38A,46,140,136,140,5.096013025432283,4.6,7.7785714285714285,0.2014566236019278,-0.04832012017162966,0.24977674377355746,0.18602754424167167,0.005716140677274273,0.1803114035643974,0.7218902802570926,0.2014566236019278,-4.0,-0.1278740041850458,0.668,False,0.041019027560627065,0.06082435041811292,-0.019805322857485853
46__39A,39A,46,129,145,129,4.866536188980787,5.503875968992248,5.682170542635659,0.012375117214621712,-0.09919788877951223,0.11157300599413394,-0.06196386888374644,-0.0489132493895834,-0.013050619494163043,-0.11696932764229004,0.012375117214621712,2.0,0.23800736249055826,0.052,False,0.041629018460653595,0.013133405535418754,0.028495612925234844
46__44,44,46,114,141,114,3.869434762996277,3.4649122807017543,5.368421052631579,0.10046035749651942,-0.07386262389528293,0.17432298139180236,0.03652398020272304,-0.12003624621666467,0.15656022641938772,0.8981043415469606,0.10046035749651942,1.0,0.16596143302638036,0.444,False,0.035940098219722674,0.04808794380073632,-0.012147845581013644
46__45,45,46,35,149,35,3.0497766155674504,3.3714285714285714,2.257142857142857,0.0025807769230001398,0.1106977442316413,-0.10811696730864116,-0.01800639437302263,0.34915626637277053,-0.3671626607457932,3.39597631977278,0.0025807769230001398,-1.0,0.45866416126660703,0.144,False,0.4806659812328869,0.12760073417871198,0.3530652470541749
46__49.1,46,49.1,35,133,35,3.2267507614532622,2.4,4.828571428571428,-0.07762379904345182,0.164219820285029,-0.2418436193284808,-0.26535200665561676,0.0760701925372006,-0.34142219919281735,1.4117478068713705,-0.07762379904345182,-1.0,0.5946068772040917,0.008,True,0.47457288426393035,0.3114794300145314,0.16309345424939897
46__OC1,46,OC1,117,117,117,4.682929354788361,7.136752136752137,4.641025641025641,0.08436996841556733,-0.021991094834140478,0.10636106324970782,0.015826161907356324,-0.03187643973570498,0.04770260164306131,0.4484968482410536,0.08436996841556733,3.0,-0.18131903391185586,0.378,False,0.05303977279146068,0.040963297460694784,0.012076475330765897
